,service,qnt,cnt
528,Netflix,Hasan Karacadağ,3
527,Prime,Mohan Bammidi,3
526,Netflix,Ivan Reitman,3
525,Prime,Sam Irvin,3
524,Prime,Robert Stevenson,3
571,Prime,Michael Moore,3
522,Prime,Robert Parrish,3
523,Prime,Robert Rodriguez,3
545,Netflix,David Mackenzie,3
530,Netflix,Akiva Schaffer,3
547,Netflix,Jared Hess,3
558,Netflix,Guillermo del Toro,3
568,Netflix,Ahmed Al-Badry,3
570,Prime,Masayuki,3
567,Prime,Rohit Jugraj,3
566,Netflix,Adam McKay,3
565,Prime,Michael Keusch,3
563,Netflix,Adam Carolla,3
562,Prime,Rocco Urbisci,3
561,Netflix,Frank Coraci,3
560,Prime,Michael McCaffrey,3
559,Netflix,Elaine McMillion Sheldon,3
564,Netflix,Florent Bodin,3
569,Netflix,Adam Shankman,3
552,Netflix,Jane Campion,3
548,Prime,Mainak Bhaumik,3
557,Netflix,Dustin McKenzie,3
549,Prime,Sarah Townsend,3
551,Prime,Robert Luketic,3
550,Hulu,Sam Mendes,3
553,Netflix,James Wan,3
554,Prime,Mahesh Bhatt,3
555,Netflix,Jalil Lespert,3
556,Prime,Mahi V Raghav,3
1734,Prime,Josef Rusnak,2
1752,Netflix,Liz Garbus,2
1744,Prime,Jorge Bastidas Zea,2
1750,Prime,Johnnie To,2
1749,Netflix,Sherif Arafa,2
1748,Netflix,Smeep Kang,2
1747,Netflix,Sion Sono,2
1746,Prime,Jose Mario Salas Boza,2
1745,Netflix,Larry Latham,2
1735,Prime,Jonathan Meyers,2
1743,Netflix,Lars von Trier,2
1742,Netflix,Simon Stone,2
1741,Netflix,Laura Brownson,2
1739,Netflix,Simon J. Smith,2
1738,Prime,Jordan Brady,2
1737,Prime,Doug Spearman,2
1753,Netflix,Madeleine Parry,2
1736,Netflix,Laxman Utekar,2
1740,Prime,Jordan Stone,2
1762,Netflix,Luis Lopez,2
1754,Netflix,Sergio Leone,2
1755,Prime,John Herzfeld,2
1771,Netflix,Lucky Kuswandi,2
1770,Prime,Ed Hartwell,2
1732,Netflix,Shlok Sharma,2
1769,Netflix,Shalini Kantayya,2
1768,Prime,John Matthews,2
1767,Netflix,Shakun Batra,2
1766,Prime,John Madden,2
1765,Netflix,Luis Alfaro,2
1764,Netflix,Shakti Samanta,2
1763,Netflix,Luis Estrada,2
1772,Prime,John N. Smith,2
1761,Netflix,Luis Valdez,2
1760,Prime,John Kastner,2
1759,Prime,John Karas,2
1758,Netflix,Luv Ranjan,2
1757,Netflix,Lynn Novick,2
1756,Netflix,M. Night Shyamalan,2
1733,Netflix,Lee Hirsch,2
1708,Netflix,Jerrold Tarog,2
1731,Netflix,Shivam Nair,2
1699,Netflix,Jill Bauer,2
1707,Netflix,Jerry Seinfeld,2
1706,Netflix,Tanuja Chandra,2
1705,Prime,David Stern,2
1704,Prime,Les Mahoney,2
1703,Prime,Les Anas,2
1702,Prime,David Thacker,2
1701,Prime,Leon Ding,2
1700,Prime,Bala,2
1698,Netflix,Jim Henson,2
1730,Netflix,Shirley Frimpong-Manso,2
1697,Prime,David Wall,2
1696,Prime,David Winters,2
1695,Netflix,Joe Dante,2
1694,Netflix,Joe DeMaio,2
1693,Prime,Laurel Dalgleish,2
1774,Netflix,Luc Vinciguerra,2
1692,Netflix,Joe Roth,2
1691,Netflix,Taika Waititi,2
1709,Netflix,Tarek Al Eryan,2
1710,Netflix,Jeremy Kenyon Lockyer Corbell,2
1711,Prime,David Raynr,2
1712,Prime,Lewis Milestone,2
1729,Netflix,Leo Riley,2
1728,Netflix,Shinji Aramaki,2
1727,Netflix,Leslie Iwerks,2
1726,Netflix,Shin Won-ho,2
1725,Prime,Dustin Ferguson,2
1724,Prime,Jon S. Baird,2
1723,Prime,Jon Keeyes,2
1722,Prime,Jon Jones,2
1721,Netflix,Lewis Milestone,2
1720,Netflix,Liam Lynch,2
1719,Netflix,Liam O'Donnell,2
1718,Netflix,Sidheswar Shukla,2
1717,Netflix,Kareem Tabsch,2
1716,Netflix,Steven Brill,2
1715,Prime,Devin Graham,2
1714,Netflix,Tarsem Singh,2
1713,Netflix,Jeffrey Walker,2
1773,Prime,Earl Bellamy,2
1826,Netflix,Spike Jonze,2
1775,Prime,John Patterson,2
1829,Netflix,Kristian Mercado,2
1837,Netflix,Sridhar Rangayan,2
1836,Prime,Jr.,2
1835,Netflix,Kip Andersen,2
1834,Prime,Jr,2
1833,Prime,Josh Webber,2
1832,Prime,Josh Perrault,2
1831,Netflix,Kris Pearn,2
1830,Prime,Josh C. Waller,2
1828,Prime,Joseph Sargent,2
1776,Prime,John Pogue,2
1827,Netflix,Ksshitij Chaudhary,2
1825,Netflix,Kunal Kohli,2
1824,Netflix,Soumendra Padhi,2
1823,Netflix,Kunihiko Yuyama,2
1822,Prime,Don Coscarelli,2
1821,Prime,Don Medford,2
1820,Netflix,Kyle Newacheck,2
1819,Netflix,Stanley Nelson,2
1838,Netflix,Kingsley Ogoro,2
1839,Netflix,Sriram Raghavan,2
1840,Netflix,Kim Seong-hun,2
1841,Netflix,Stacie Passon,2
1857,Netflix,Alex Zamm,2
1689,Netflix,Johannes Roberts,2
1856,Netflix,Aditya Kripalani,2
1855,Hulu,Adam Wingard,2
1854,Hulu,Brett Haley,2
1853,Hulu,Zack Snyder,2
1852,Netflix,Alexandre Aja,2
1851,Prime,William Butler,2
1850,Prime,Balaji Mohan,2
1849,Netflix,Ari Sandel,2
1848,Netflix,Khaled El Halafawy,2
1847,Prime,Dominic Cooke,2
1846,Netflix,Stanley Kubrick,2
1845,Netflix,Kim A. Snyder,2
1844,Netflix,Stanisław Różewicz,2
1843,Prime,Juan Carlos Valdivia,2
1842,Netflix,Kim Joo-hyung,2
1818,Netflix,Stanley Tong,2
1817,Prime,Julie Delpy,2
1816,Netflix,Kevin Munroe,2
1795,Netflix,Stephen Chow,2
1793,Prime,Dileesh Pothan,2
1792,Netflix,Kenny Young,2
1791,Netflix,Keoni Waxman,2
1790,Prime,Dolph Lundgren,2
1789,Prime,Justin Chon,2
1788,Prime,Dominic Burns,2
1787,Netflix,Kevin Layne,2
1786,Netflix,Kevin MacDonald,2
1785,Netflix,Keishi Otomo,2
1784,Netflix,Karen J. Lloyd,2
1783,Prime,Don Michael Paul,2
1782,Prime,Don Siegel,2
1781,Prime,John Stockwell,2
1780,Prime,John Shepphird,2
1779,Prime,Dwight Little,2
1778,Netflix,Shashanka Ghosh,2
1777,Netflix,Shashank Khaitan,2
1794,Netflix,Stephen Chiodo,2
1796,Netflix,Stephen Daldry,2
1815,Prime,Kamal Smith,2
1797,Prime,Dick Lowry,2
1814,Netflix,Steven Bognar,2
1813,Netflix,Kasia Uscinska,2
1812,Prime,Dharani Dharan,2
1811,Netflix,Steve Paley,2
1810,Prime,K. S. Ravikumar,2
1809,Netflix,Steve Gukas,2
1808,Prime,Diarmuid Lawrence,2
1807,Netflix,Stephen Herek,2
1806,Prime,K. Bhagyaraj,2
1805,Netflix,Kedar Shinde,2
1804,Netflix,Keegan Kuhn,2
1803,Prime,Dibakar Banerjee,2
1802,Prime,K. Balachander,2
1801,Netflix,Kyran Kelly,2
1800,Prime,K V Anand,2
1799,Netflix,Keith Scholey,2
1798,Netflix,Stephen Frears,2
1690,Netflix,Joel Gallen,2
1583,Netflix,Susan Johnson,2
1688,Prime,Larry Charles,2
1572,Prime,Fred Walton,2
1580,Netflix,Sekhar Kammula,2
1579,Netflix,Robin Swicord,2
1578,Netflix,Noam Murro,2
1577,Prime,Ivan Sen,2
1576,Netflix,Norman Jewison,2
1575,Prime,Fred Gerber,2
1574,Prime,Fred Schepisi,2
1573,Prime,Irving Rapper,2
1571,Prime,Irvin Kershner,2
1561,Netflix,Oluseyi Asurf,2
1570,Prime,Freddie Francis,2
1569,Netflix,Robert Kenner,2
1568,Netflix,Oliver Twinch,2
1567,Netflix,Robert Altman,2
1566,Prime,Frédéric Tcheng,2
1565,Netflix,Rob Seidenglanz,2
1564,Prime,Ib Melchior,2
1563,Netflix,Olivier Marchal,2
1581,Netflix,Mag Hsu,2
1582,Prime,Edward L. Cahn,2
1859,Disney,Charles Haid,2
1584,Prime,King Vidor,2
1601,Netflix,John Stockwell,2
1600,Netflix,Susannah Ward,2
1599,Netflix,Jose Manuel Colón,2
1598,Netflix,John Wells,2
1597,Netflix,Jon Favreau,2
1596,Netflix,Jon Garaño,2
1595,Netflix,Jon Lucas,2
1594,Netflix,Suparn Verma,2
1593,Prime,Kreeti Gogia,2
1592,Netflix,Jon Shenk,2
1591,Prime,Kohl Glass,2
1590,Prime,Kishore Tummala,2
1589,Prime,Dennis Hopper,2
1588,Netflix,Jonathan Hensleigh,2
1587,Netflix,Sundar C.,2
1586,Netflix,Jonathan Levine,2
1585,Netflix,Jonathan Mostow,2
1562,Netflix,Olivier Megaton,2
1560,Netflix,Rob Marshall,2
1687,Netflix,T.J. Martin,2
1529,Prime,Frank Borzage,2
1537,Prime,James F. Collier,2
1536,Prime,James Edward Grant,2
1535,Prime,James D.R. Hickox,2
1534,Netflix,Naoko Yamada,2
1533,Prime,Jamal Doctor,2
1532,Prime,Howard Higgin,2
1531,Prime,Jake Helgren,2
1530,Netflix,Nawapol Thamrongrattanarit,2
1528,Netflix,Neil Jordan,2
1559,Netflix,Rizal Mantovani,2
1527,Netflix,Neill Blomkamp,2
1526,Netflix,Nelson McCormick,2
1525,Netflix,Nia Dinata,2
1524,Netflix,Nicholas Kharkongor,2
1523,Prime,Jack Hill,2
1522,Netflix,Nick Broomfield,2
1521,Netflix,Nick Castle,2
1520,Prime,J.S. Cardone,2
1538,Netflix,Najwa Najjar,2
1539,Netflix,Nagraj Manjule,2
1540,Prime,Francis Ford Coppola,2
1541,Prime,Francesca Gregorini,2
1558,Netflix,Oriol Paulo,2
1557,Netflix,Ringo Lam,2
1556,Netflix,Osgood Perkins,2
1555,Netflix,Oz Rodriguez,2
1554,Netflix,Ridley Scott,2
1553,Prime,Howard J. Ford,2
1552,Netflix,Paco Plaza,2
1551,Netflix,Padmakumar Narasimhamurthy,2
1550,Netflix,Rod Blackhurst,2
1549,Netflix,Nitesh Tiwari,2
1548,Prime,J. Lee Thompson,2
1547,Netflix,Rodrigo Van Der Put,2
1546,Netflix,Måns Mårlind,2
1545,Netflix,N. Linguswamy,2
1544,Netflix,Ron Davis,2
1543,Prime,James Fox,2
1542,Netflix,Nadia Hallgren,2
1602,Prime,Kunal Kohli,2
1603,Prime,Delmer Daves,2
1604,Prime,Del Tenney,2
1657,Prime,David Mitchell,2
1665,Netflix,Jay Chandrasekhar,2
1664,Prime,David Mamet,2
1663,Prime,David Mickey Evans,2
1662,Netflix,Tensai Okamura,2
1661,Netflix,Jayan Moodley,2
1660,Netflix,Jayson Thiessen,2
1659,Prime,Louis J. Gasnier,2
1658,Prime,Loki Mulholland,2
1656,Netflix,Jeethu Joseph,2
1605,Prime,Kurt Neumann,2
1655,Prime,David Morrissey,2
1654,Netflix,Ted Emery,2
1653,Netflix,Ted Demme,2
1652,Prime,Lloyd Corrigan,2
1651,Netflix,Javier Ruiz Caldera,2
1650,Netflix,John Dower,2
1649,Netflix,John Duigan,2
1648,Netflix,John Erick Dowdle,2
1666,Prime,Luca Guadagnino,2
1667,Netflix,John Dahl,2
1668,Prime,Lucian Pintille,2
1669,Netflix,Jason Reitman,2
1686,Prime,Larry Buchanan,2
1685,Netflix,Jeff Wadlow,2
1684,Netflix,Jeff Tremaine,2
1683,Netflix,Tarun Mansukhani,2
1682,Netflix,Jeff Orlowski,2
1681,Prime,David L. Cunningham,2
1680,Netflix,Thomas Astruc,2
1679,Netflix,Thiru,2
1678,Netflix,Jani Lachauer,2
1677,Netflix,Janusz Majewski,2
1676,Netflix,Thierry Demaizière,2
1675,Prime,Lynne Ramsay,2
1674,Netflix,Terry Jones,2
1673,Prime,Lygia beatriz,2
1672,Prime,Lulu Wang,2
1671,Prime,Luis Buñuel,2
1670,Netflix,Jason Paul Laxamana,2
1647,Prime,Kevin Kangas,2
1646,Netflix,Josh Safdie,2
1645,Netflix,Sumit Das,2
1624,Netflix,Justin Kelly,2
1622,Prime,Karthick Naren,2
1621,Prime,Karlton T. Clay,2
1620,Prime,Desmond Davis,2
1619,Netflix,Kabir Sadanand,2
1618,Netflix,Kagiso Lediga,2
1617,Prime,Kedar Shinde,2
1616,Netflix,Selçuk Aydemir,2
1615,Prime,Kevin McMullin,2
1614,Netflix,Joram Lürsen,2
1613,Netflix,John Ford,2
1612,Prime,Dean Matthew Ronalds,2
1611,Netflix,Sze Yu Lau,2
1610,Netflix,Syrine Boulanouar,2
1609,Netflix,John Hillcoat,2
1608,Netflix,Sylvie Verheyde,2
1607,Prime,L. Raja,2
1606,Netflix,Swapnaneel Jayakar,2
1623,Netflix,Justin Webster,2
1625,Netflix,Justin Benson,2
1644,Prime,Kevin Booth,2
1626,Netflix,Jung-ah Im,2
1643,Prime,Kenneth Okinkwo Okwy,2
1642,Netflix,Jota Linares,2
1641,Netflix,Joyce Bernal,2
1640,Prime,Ken Scott,2
1639,Prime,Ken Kwapis,2
1638,Netflix,Julia Reichert,2
1637,Prime,Keith Truesdell,2
1636,Prime,Keith Samples,2
1635,Prime,Keith Bearden,2
1634,Prime,Derek Scott,2
1633,Netflix,Joseph Sargent,2
1632,Netflix,Sudesh Manjrekar,2
1631,Prime,Derrick Borte,2
1630,Prime,Kazuhiro Furuhashi,2
1629,Prime,Katt Shea,2
1628,Netflix,Julián Hernández,2
1627,Prime,Derrick Sims,2
1858,Prime,Susan Seidelman,2
1965,Disney,Kenneth Branagh,2
1860,Disney,Joe Nussbaum,2
2084,Prime,Steven Jacobson,2
2092,Disney,Saul Blinkoff,2
2091,Disney,Alonso Ramirez Ramos,2
2090,Hulu,Roxanne Benjamin,2
2089,Netflix,Alejandro Fernández Almendras,2
2088,Hulu,Mike Newell,2
2087,Netflix,Antonio Serrano,2
2086,Netflix,Alejandro Doria,2
2085,Prime,Steve Greisen,2
2083,Prime,Rebecca Matthews,2
2115,Prime,Stuart Heisler,2
2082,Prime,Raymond De Felitta,2
2081,Disney,Raja Gosnell,2
2080,Prime,Robin Pront,2
2079,Prime,Ravi Chopra,2
2078,Prime,Zander Weaver,2
2077,Prime,Rebecca J Matthews,2
2076,Disney,Sam Weisman,2
2075,Prime,Wattsenglish Ltd.,2
2093,Disney,Niki Caro,2
2094,Prime,Shaji Kailas,2
2095,Prime,Wes Miller,2
2096,Prime,Tibor Takács,2
2113,Disney,Gary Trousdale,2
2112,Prime,Sarah Polley,2
2111,Prime,Robin Christian,2
2110,Prime,Zheng Xu,2
2109,Netflix,Anthony Minghella,2
2108,Hulu,Francis Lee,2
2107,Disney,Arlene Sanford,2
2106,Disney,Peter Hedges,2
2105,Prime,Raoul Walsh,2
2104,Prime,Sturla Gunnarsson,2
2103,Disney,Gary Goldman,2
2102,Hulu,Nicholas Meyer,2
2101,Disney,Andrew Adamson,2
2100,Disney,Robert Ramirez,2
2099,Prime,Thiru,2
2098,Prime,Tim McCanlies,2
2097,Disney,Hendel Butoy,2
2074,Disney,Garry Marshall,2
2073,Disney,Hamish Hamilton,2
2072,Netflix,Alejandro Agresti,2
2051,Prime,Tom Harper,2
2049,Disney,Kirk Wise,2
2048,Disney,Don Chaffey,2
2047,Prime,Sona Jho,2
2046,Prime,Roland West,2
2045,Hulu,Lee Toland Krieger,2
2044,Prime,Vishal Pandya,2
2043,Prime,Vishal Devrukhkar,2
2042,Prime,Tom Gries,2
2041,Prime,Taedong Park,2
2040,Prime,Rob Stewart,2
2039,Disney,John Pasquin,2
2038,Prime,Tom McComas,2
2037,Prime,Rojin Thomas,2
2036,Prime,Roger Spottiswoode,2
2035,Prime,Richard Pearce,2
2034,Disney,Tim Story,2
2033,Prime,Teja,2
2050,Prime,T.C. Christensen,2
2052,Disney,Tony Craig,2
2071,Prime,Tyrone TIZAK Jackson,2
2053,Prime,Sidney Furie,2
2070,Disney,Patrick Osborne,2
2069,Hulu,Scott Speer,2
2068,Hulu,Enzo Williams,2
2067,Hulu,Steven Soderbergh,2
2066,Prime,Steve Race,2
2065,Disney,Barry Cook,2
2064,Disney,William Beaudine,2
2063,Netflix,Andy Fickman,2
2062,Netflix,Abba T. Makama,2
2061,Netflix,Amy Poehler,2
2060,Hulu,R.G. Springsteen,2
2059,Hulu,Justin Simien,2
2058,Prime,Tom Irons,2
2057,Disney,Klay Hall,2
2056,Prime,Sonia Anderson,2
2055,Prime,Roland Emmerich,2
2054,Prime,Sean King,2
2114,Disney,Peter Hewitt,2
2116,Netflix,Ajay Bhuyan,2
2031,Disney,Don Hahn,2
2169,Prime,Renny Harlin,2
2177,Netflix,Angelina Jolie,2
2176,Prime,Sheldon Lettich,2
2175,Disney,Frank Nissen,2
2174,Disney,Frank Marshall,2
2173,Disney,Mike Gabriel,2
2172,Disney,Richard Rich,2
2171,Prime,Steven M. Smith,2
2170,Netflix,Alessandro Angulo,2
2168,Netflix,Apoorva Lakhia,2
2117,Disney,Peter Sohn,2
2167,Disney,Rob Minkoff,2
2166,Hulu,Gus Van Sant,2
2165,Prime,Renju Ramesh,2
2164,Hulu,Greg Barker,2
2163,Disney,Mike Mitchell,2
2162,Prime,Satish Rajwade,2
2161,Hulu,Roger Donaldson,2
2160,Disney,J.J. Abrams,2
2178,Netflix,Ahmed Zain,2
2179,Netflix,Anggy Umbara,2
2180,Disney,Sean McNamara,2
2181,Hulu,Jason William Lee,2
1518,Netflix,Nicolás López,2
2197,Disney,Howy Parkins,2
2196,Disney,Neal Israel,2
2195,Hulu,Stephen Cone,2
2194,Prime,Steven Spielberg,2
2193,Prime,Sanjay Gadhvi,2
2192,Prime,Stephen Whittaker,2
2191,Prime,Samuel Fuller,2
2190,Hulu,Nicole Conn,2
2189,Hulu,Mick Jackson,2
2188,Netflix,Anurin Nwunembom,2
2187,Prime,Santhosh P Jayakumar,2
2186,Prime,Tim Wolochatiuk,2
2185,Prime,V. Z. Durai,2
2184,Prime,Ranjith Sankar,2
2183,Disney,James Gunn,2
2182,Hulu,Stephen Frears,2
2159,Prime,Shannon Jones,2
2158,Disney,James Cameron,2
2157,Netflix,Alejandro Montiel,2
2136,Prime,Treagen Kier,2
2134,Hulu,Tim Johnson,2
2133,Disney,Gary Nelson,2
2132,Disney,Paul Schneider,2
2131,Hulu,Gabe Polsky,2
2130,Prime,Steve Miner,2
2129,Disney,Peyton Reed,2
2128,Disney,Gil Junger,2
2127,Prime,Sam Anton,2
2126,Disney,Robert Zemeckis,2
2125,Disney,James Neilson,2
2124,Prime,Ray Kellogg,2
2123,Prime,Stuart Gordon,2
2122,Disney,Ron Howard,2
2121,Hulu,Andrew Adamson,2
2120,Netflix,Alban Teurlai,2
2119,Hulu,Henry Joost,2
2118,Netflix,Anthony Scott Burns,2
2135,Disney,Rod Daniel,2
2137,Netflix,Anthony D'Souza,2
2156,Hulu,Alex Winter,2
2138,Netflix,Aitor Arregi,2
2155,Prime,Robert Kurtzman,2
2154,Prime,Steven Schachter,2
2153,Disney,Jeff Wilson,2
2152,Disney,Bobs Gannaway,2
2151,Netflix,Ahmed Zein,2
2150,Hulu,Mike Figgis,2
2149,Prime,Stephen Kay,2
2148,Prime,Wayne Wang,2
2147,Hulu,Ben Wheatley,2
2146,Disney,Robert Hughes,2
2145,Disney,Henry Selick,2
2144,Prime,Tim Ritter,2
2143,Netflix,Anu Menon,2
2142,Disney,Art Stevens,2
2141,Netflix,Anthony Giordano,2
2140,Prime,Robin Bextor,2
2139,Hulu,Tim Burton,2
2032,Prime,Richard Rich,2
2030,Netflix,Aaron Moorhead,2
1861,Netflix,Aditya Sarpotdar,2
1913,Prime,Rich Cowan,2
1921,Disney,Sophie Harris,2
1920,Prime,Robert Hill,2
1919,Prime,Timothy Wayne Folsome,2
1918,Disney,Brian Larsen,2
1917,Hulu,Martin Owen,2
1916,Prime,S. Kalyaan,2
1915,Hulu,Dennis Dugan,2
1914,Disney,Francine McDougall,2
1912,Hulu,Jeff Nichols,2
1944,Disney,Ericson Core,2
1911,Hulu,Bill Melendez,2
1910,Prime,Robert Gordon,2
1909,Disney,Stephen Anderson,2
1908,Netflix,Andrew Tan,2
1907,Hulu,Martin Campbell,2
1906,Prime,Ryan Little,2
1905,Disney,Jobim Sampson,2
1904,Prime,Scott Hester,2
1922,Prime,S. S. Stanley,2
1923,Hulu,Martin Scorsese,2
1924,Prime,Rian Johnson,2
1925,Disney,Brian Henson,2
1942,Prime,Richard Cutting,2
1941,Disney,Mark Waters,2
1940,Netflix,Alex Proyas,2
1939,Disney,Eric Goldberg,2
1938,Prime,Toa Fraser,2
1937,Prime,Terry Miles,2
1936,Disney,Enrico Casarosa,2
1935,Disney,Joachim Rønning,2
1934,Hulu,David Salzberg,2
1933,Disney,Steve Martino,2
1932,Disney,Brian Smith,2
1931,Hulu,Denis Villeneuve,2
1930,Prime,Test title,2
1929,Prime,Sunil Bandyopadhyay,2
1928,Prime,Rex Piano,2
1927,Hulu,Victor Dal Chele,2
1926,Disney,Simon Wincer,2
1903,Prime,Vivy Kathiresan,2
1902,Disney,Ted Berman,2
1901,Prime,Terence Young,2
1880,Disney,Craig Gillespie,2
1878,Disney,Cristina Costantini,2
1877,Netflix,Alexandre Avancini,2
1876,Disney,John Hancock,2
1875,Prime,Tony Collingwood,2
1874,Disney,Mark Dippé,2
1873,Disney,Mark Dindal,2
1872,Prime,Robert F. Hill,2
1871,Prime,Richard Eyre,2
1870,Netflix,Alex Timbers,2
1869,Disney,Emile Ardolino,2
1868,Disney,Mark Andrews,2
1867,Disney,Elliot Bour,2
1866,Prime,Scott Montoya,2
1865,Prime,Terry Ingram,2
1864,Prime,Shoojit Sircar,2
1863,Prime,Venkat Prabhu,2
1862,Prime,Richard Gabai,2
1879,Netflix,A. L. Vijay,2
1881,Prime,Terence Fisher,2
1900,Prime,Terence Hill,2
1882,Disney,Lev L. Spiro,2
1899,Prime,Roger Mitchell,2
1898,Disney,Theodore Thomas,2
1897,Netflix,A.R. Murugadoss,2
1896,Prime,Rupert Julian,2
1895,Prime,Srijit Mukherji,2
1894,Hulu,M. Night Shyamalan,2
1893,Disney,Chris Williams,2
1892,Disney,John Hough,2
1891,Disney,Thomas Astruc,2
1890,Prime,Sutton Roley,2
1889,Disney,Chris Wilson,2
1888,Disney,Louie Schwartzberg,2
1887,Prime,Robert Child,2
1886,Prime,Sven Unterwaldt,2
1885,Prime,Vittorio Cottafavi,2
1884,Prime,Richard Laxton,2
1883,Disney,Chuck Sheetz,2
1943,Prime,Stephan Schultze,2
1945,Prime,Test Director US,2
2029,Prime,Swaroop RSJ,2
1999,Prime,Simon Hunter,2
2007,Prime,Simon Rumley,2
2006,Disney,Joss Whedon,2
2005,Disney,Wes Anderson,2
2004,Prime,Simon Langton,2
2003,Disney,Katie Bauer Murdock,2
2002,Prime,Ringo Lam,2
2001,Prime,Wim Wenders,2
2000,Prime,Simon Cellan Jones,2
1998,Hulu,Pete Travis,2
1946,Prime,Shinji Aramaki,2
1997,Disney,David Jackson,2
1996,Disney,David Mickey Evans,2
1995,Prime,Roar Uthaug,2
1994,Prime,Rob Bowman,2
1993,Disney,Jun Falkenstein,2
1992,Prime,William Tannen,2
1991,Prime,Vinod Bharathan,2
1990,Disney,David Swift,2
2008,Prime,Rick Rosenthal,2
2009,Netflix,Alistair Legrand,2
2010,Disney,Dick Lundy,2
2011,Disney,Dan Scanlon,2
2028,Netflix,Ali F. Mostafa,2
2027,Prime,Scott Ziehl,2
2026,Disney,Toby Shelton,2
2025,Prime,Siddharth Vasani,2
2024,Netflix,Ali Ragab,2
2023,Prime,Rohin Venkatesan,2
2022,Netflix,Aaron Sorkin,2
2021,Prime,Rob Zombie,2
2020,Prime,Tom McLoughlin,2
2019,Hulu,Danny Boyle,2
2018,Disney,Tom Jennings,2
2017,Netflix,Amy Schumer,2
2016,Disney,John Lounsbery,2
2015,Netflix,Ali Taner Baltacı,2
2014,Prime,Sean Cisterna,2
2013,Prime,Vikram Bhatt,2
2012,Prime,Taylor King,2
1989,Prime,Rob Diamond,2
1988,Prime,William Wesley,2
1987,Prime,Tarun Sudhir,2
1966,Prime,Sean Stanek,2
1963,Prime,Rob Rapley,2
1962,Prime,Simerjit Singh,2
1961,Disney,Ken Cunningham,2
1960,Prime,Simon West,2
1959,Netflix,Alison Klayman,2
1958,Prime,Tony Vidal,2
1957,Hulu,Jonathan Demme,2
1956,Prime,Richard Lester,2
1955,Hulu,Kurt Wimmer,2
1954,Netflix,Ahishor Solomon,2
1953,Disney,Bruce Hendricks,2
1952,Netflix,Andrew Niccol,2
1951,Hulu,Oren Moverman,2
1950,Prime,Tony Jaa,2
1949,Prime,Rodrigo Garcia,2
1948,Netflix,Alex Merkin,2
1947,Prime,Stephanie Rothman,2
1964,Disney,Wayne Abbott,2
1967,Disney,David Bowers,2
1986,Disney,Ken Annakin,2
1968,Disney,Ward Kimball,2
1985,Disney,Leo Riley,2
1984,Prime,Rob Minkoff,2
1983,Hulu,Lance Rivera,2
1982,Prime,Richard W. Munchkin,2
1981,Prime,Richard Whorf,2
1980,Prime,Rob Silvestri,2
1979,Prime,Todd Haynes,2
1978,Prime,Richie Mehta,2
1977,Hulu,Peter Segal,2
1976,Prime,Tom DiCillo,2
1975,Disney,Darren Foster,2
1974,Hulu,Lars von Trier,2
1973,Disney,Dereck Joubert,2
1972,Prime,Rowland V. Lee,2
1971,Disney,Kenneth Johnson,2
1970,Disney,Dave Wasson,2
1969,Netflix,Abhijit Panse,2
1519,Netflix,Nicolas Pesce,2
1751,Prime,John Sturges,2
1517,Netflix,Nikhil Advani,2
1061,Prime,Boaz Davidson,2
1069,Prime,Biodun Stephen,2
1068,Prime,Phyllida Lloyd,2
1067,Prime,Blair Hayes,2
1066,Prime,Anthony Mann,2
1065,Netflix,Brett Ratner,2
1064,Prime,Blair Treu,2
1063,Prime,Philippe Gagnon,2
1062,Prime,Antonio Margheriti,2
1060,Prime,Philip Saville,2
1050,Prime,Anne Le Ny,2
1059,Netflix,Brian Klein,2
1058,Prime,Bob Clark,2
1057,Prime,Phil Traill,2
1056,Netflix,Brian Oakes,2
1055,Netflix,Brian Robbins,2
1054,Prime,Phil Rosen,2
1053,Netflix,Brian Volk-Weiss,2
1052,Netflix,Bruce Beresford,2
1070,Prime,Pipalupa Animation,2
1071,Netflix,Bradley Parker,2
1072,Prime,Pororo the Little Penguin,2
1073,Netflix,Brad Peyton,2
1090,Netflix,Charles Uwagbai,2
1089,Netflix,Charlie Lightening,2
1088,Netflix,Charlie McDowell,2
1087,Prime,Paul M. Green,2
1086,Prime,Paul Landres,2
1085,Prime,Brian Herzlinger,2
1084,Prime,Paul Hunt,2
1083,Prime,Andreas Prochaska,2
1082,Netflix,Chito S. Roño,2
1081,Netflix,Chris Bell,2
1080,Prime,Anna Elizabeth James,2
1079,Prime,Bora Dagtekin,2
1078,Netflix,Bunmi Ajakaiye,2
1077,Netflix,Bryan Bertino,2
1076,Netflix,Bonni Cohen,2
1075,Prime,Billy Wilder,2
1074,Netflix,Brad Bird,2
1051,Prime,Peter Werner,2
1049,Prime,Peter Weir,2
1177,Prime,Brian Trenchard-Smith,2
1018,Prime,Mark Neale,2
1026,Prime,David Allen,2
1025,Netflix,Harold Cronk,2
1024,Prime,Mark Sobel,2
1023,Prime,Mark Savage,2
1022,Prime,Mark Rydell,2
1021,Prime,David Anspaugh,2
1020,Prime,David Batty,2
1019,Netflix,Harvey Lowry,2
1017,Netflix,Tom Shadyac,2
1048,Prime,Peter Stylianou,2
1016,Prime,Mark L. Lester,2
1015,Netflix,Hazem Fouda,2
1014,Netflix,Heber Cannon,2
1013,Netflix,Guy Ritchie,2
1012,Netflix,Heidi Ewing,2
